timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
537781478,1574736459600086,372465360,1266662788,10329,28314,0.19800001,0.047411866,0.929,1.279,0.69,1.28,71,5,4.8560004,-0.032,4.8560004,-0.365,1.575872,0,3,1,15
537980481,1574736459800086,372465361,1266662899,10399,28383,0.156,0.042809084,0.92700005,1.274,0.69,1.28,71,5,4.9020004,-0.10700001,4.901,-0.462,1.5855539,0,3,1,15
538193494,1574736460000086,372465361,1266663007,10434,28419,0.16600001,0.052228976,0.92600006,1.274,0.69,1.28,71,8,4.822,-0.056,4.822,-0.289,1.5841426,0,3,1,15
538376630,1574736460200086,372465359,1266663114,10514,28499,0.18400002,0.049160164,0.924,1.271,0.69,1.28,71,8,4.789,-0.21200001,4.7840004,-0.34800002,1.6012784,0,3,1,15
538576481,1574736460400086,372465357,1266663224,10588,28572,0.202,0.052423056,0.92300004,1.271,0.69,1.28,71,8,4.9680004,-0.11100001,4.966,-0.335,1.5972277,0,3,1,15
538768722,1574736460600086,372465353,1266663336,10679,28664,0.134,0.032268517,0.91800004,1.2620001,0.69,1.28,71,8,4.921,-0.133,4.919,-0.23600002,1.597614,0,3,1,15
538980478,1574736460800086,372465349,1266663446,10706,28691,0.186,0.06506064,0.91700006,1.2600001,0.69,1.28,71,8,4.964,-0.22600001,4.959,-0.20400001,1.6020484,0,3,1,15
539193557,1574736461000086,372465346,1266663557,10742,28727,0.192,0.07217111,0.919,1.2600001,0.69,1.28,71,11,4.907,-0.033,4.907,-0.10700001,1.5906618,0,3,1,15
539373512,1574736461200086,372465344,1266663666,10788,28772,0.201,0.06705869,0.92,1.2600001,0.69,1.28,71,11,4.9110003,-0.17500001,4.9080005,-0.12200001,1.5992852,0,3,1,15
539576485,1574736461400086,372465342,1266663776,10819,28804,0.231,0.069426574,0.92300004,1.261,0.69,1.28,71,11,4.9440002,-0.021000002,4.9440002,-0.126,1.5872784,0,3,1,15
539773504,1574736461600086,372465343,1266663886,10840,28825,0.252,0.060085226,0.9250001,1.263,0.69,1.28,71,11,4.899,0.012,4.899,-0.163,1.5761884,0,3,1,15
539973575,1574736461800086,372465343,1266663998,10894,28879,0.141,0.031579114,0.92200005,1.2540001,0.69,1.28,71,11,4.795,0.009000001,4.795,-0.013,1.5704898,0,3,1,15
540174271,1574736462000086,372465345,1266664108,10891,28876,0.23500001,0.058862273,0.92200005,1.256,0.69,1.28,71,5,4.9150004,0.071,4.914,0.035,1.5667005,0,3,1,15
540377520,1574736462200086,372465347,1266664218,10900,28884,0.296,0.08952142,0.92600006,1.2590001,0.69,1.28,71,5,4.789,0.14400001,4.787,0.037,1.5584654,0,3,1,15
540581130,1574736462400086,372465350,1266664328,10916,28901,0.32500002,0.0868296,0.934,1.263,0.69,1.28,71,5,5.0010004,0.156,4.999,-0.15900001,1.548593,0,3,1,15
540780831,1574736462600086,372465353,1266664440,10955,28940,0.19500001,0.060984768,0.93900007,1.263,0.69,1.28,71,5,4.7510004,0.224,4.7450004,-0.015000001,1.5317309,0,3,1,15
540980572,1574736462800086,372465357,1266664550,10974,28959,0.29500002,0.078315884,0.94200003,1.2670001,0.69,1.28,71,5,4.96,0.21700001,4.9560003,-0.006,1.5299147,0,3,1,15
541193354,1574736463000086,372465359,1266664665,11028,29013,0.177,0.06044005,0.94600004,1.269,0.69,1.28,71,2,5.084,0.127,5.0820003,-0.22800002,1.5399908,0,3,1,15
541384196,1574736463200086,372465363,1266664779,11057,29042,0.16700001,0.05761314,0.947,1.2700001,0.69,1.28,71,2,4.967,0.15400001,4.965,-0.193,1.5399325,0,3,1,15
541577512,1574736463400086,372465369,1266664892,11028,29013,0.13100001,0.035338376,0.94200003,1.2620001,0.69,1.28,71,2,4.9830003,0.282,4.9750004,-0.089,1.5208713,0,3,1,15
541780975,1574736463600086,372465371,1266665006,11082,29067,0.16700001,0.040610146,0.93700004,1.256,0.69,1.28,71,2,4.8960004,0.123,4.8950005,-0.034,1.5327992,0,3,1,15
541977482,1574736463800086,372465370,1266665117,11168,29153,0.17400001,0.04110285,0.933,1.251,0.69,1.28,71,2,4.854,-0.040000003,4.854,-0.28300002,1.5573668,0,3,1,15
542176616,1574736464000086,372465372,1266665228,11193,29178,0.171,0.0423642,0.92800003,1.246,0.69,1.28,71,10,4.9290004,0.158,4.927,-0.21000001,1.5476146,0,3,1,15
542380598,1574736464200086,372465376,1266665342,11190,29175,0.171,0.04375453,0.9250001,1.2420001,0.69,1.28,71,10,5.0290003,0.13800001,5.0270004,-0.062000003,1.5454129,0,3,1,15
542581542,1574736464400086,372465378,1266665455,11194,29179,0.16100001,0.04572326,0.92100006,1.2370001,0.69,1.28,71,10,4.9540005,0.127,4.953,-0.056,1.545297,0,3,1,15
542773589,1574736464600086,372465381,1266665567,11197,29182,0.165,0.043367766,0.91700006,1.2320001,0.69,1.28,71,10,4.9890003,0.178,4.986,-0.010000001,1.5395792,0,3,1,15
542977472,1574736464800086,372465386,1266665680,11153,29138,0.172,0.043906022,0.91400003,1.228,0.69,1.28,71,10,4.998,0.202,4.9940004,0.07300001,1.5346884,0,3,1,15
543193407,1574736465000086,372465389,1266665794,11152,29137,0.16100001,0.034740254,0.90900004,1.222,0.69,1.28,71,10,5.0290003,0.115,5.0270004,-0.011000001,1.5431794,0,3,1,15
543373595,1574736465200086,372465392,1266665906,11136,29121,0.16700001,0.042923927,0.906,1.218,0.69,1.28,71,10,4.9940004,0.147,4.992,0.053000003,1.5423685,0,3,1,15
543578592,1574736465400086,372465394,1266666021,11096,29081,0.15900001,0.03989962,0.90200007,1.213,0.69,1.28,71,10,5.1140003,0.094000004,5.1130004,0.09,1.548119,0,3,1,15
543777929,1574736465600086,372465398,1266666135,11089,29074,0.16100001,0.03483712,0.89800006,1.2080001,0.69,1.28,71,10,5.0670004,0.26500002,5.0600004,-0.001,1.5300908,0,3,1,15
543978531,1574736465800086,372465401,1266666249,11098,29083,0.155,0.033828493,0.89400005,1.2030001,0.69,1.28,71,10,5.1400003,0.113000005,5.1390004,-0.051000003,1.5406702,0,3,1,15
544194122,1574736466000086,372465404,1266666365,11093,29078,0.15900001,0.035770345,0.89000005,1.1980001,0.69,1.28,77,13,4.919,0.22600001,4.914,0.087000005,1.5323927,0,3,1,15
544378542,1574736466200086,372465406,1266666481,11070,29056,0.149,0.031222543,0.88500005,1.1930001,0.69,1.28,77,13,5.011,0.11000001,5.01,0.16900001,1.5425093,0,3,1,15
544582103,1574736466400086,372465407,1266666597,11063,29048,0.15900001,0.033826575,0.88100004,1.189,0.69,1.28,77,13,5.026,0.116000004,5.024,0.012,1.5452073,0,3,1,15
544774859,1574736466600086,372465409,1266666712,11066,29051,0.13800001,0.034562405,0.87700003,1.1850001,0.69,1.28,77,13,4.9880004,0.15,4.986,-0.025,1.5428101,0,3,1,15
544974979,1574736466800086,372465411,1266666827,11097,29082,0.158,0.035697043,0.873,1.1810001,0.69,1.28,77,13,5.005,0.17,5.0030003,-0.11400001,1.5396519,0,3,1,15
545170583,1574736467000086,372465415,1266666938,11088,29073,0.16000001,0.03705805,0.87000006,1.1780001,0.69,1.28,88,14,4.9110003,0.22200002,4.906,-0.065000005,1.5322466,0,3,1,15
545378546,1574736467200086,372465418,1266667049,11153,29138,0.15400001,0.034788948,0.86600006,1.174,0.69,1.28,88,14,4.9620004,0.147,4.96,-0.127,1.5373713,0,3,1,15
545567004,1574736467400086,372465420,1266667160,11203,29188,0.16800001,0.03588641,0.86200005,1.171,0.69,1.28,88,14,4.959,0.053000003,4.959,-0.20500001,1.5495585,0,3,1,15
545775170,1574736467600086,372465420,1266667274,11232,29217,0.16000001,0.03291429,0.859,1.1680001,0.69,1.28,88,14,5.117,-0.025,5.117,-0.15400001,1.5650206,0,3,1,15
545974587,1574736467800086,372465421,1266667390,11226,29212,0.14,0.030166268,0.85400003,1.164,0.69,1.28,88,14,5.0800004,0.023000002,5.0800004,0.013,1.5657285,0,3,1,15
546191603,1574736468000086,372465421,1266667505,11228,29214,0.16100001,0.032304123,0.851,1.1630001,0.69,1.28,94,15,4.9880004,0.019000001,4.9880004,0.031000001,1.5664417,0,3,1,15
546378920,1574736468200086,372465420,1266667622,11231,29216,0.15,0.02942241,0.84700006,1.161,0.69,1.28,94,15,5.1740003,-0.040000003,5.1740003,0.065000005,1.5738016,0,3,1,15
546579551,1574736468400086,372465420,1266667738,11213,29199,0.14500001,0.03163793,0.84300005,1.1570001,0.69,1.28,94,15,4.9420004,-0.006,4.9420004,0.15400001,1.5727974,0,3,1,15
546775567,1574736468600086,372465420,1266667851,11188,29174,0.16800001,0.03545095,0.84000003,1.1550001,0.69,1.28,94,15,5.004,-0.008,5.004,-0.016,1.5725461,0,3,1,15
546971574,1574736468800086,372465420,1266667966,11192,29178,0.158,0.03411979,0.837,1.153,0.69,1.28,94,15,5.0670004,-0.012,5.0670004,-0.044000003,1.572909,0,3,1,15
547171678,1574736469000086,372465420,1266668081,11180,29166,0.133,0.03220499,0.83400005,1.1500001,0.69,1.28,100,15,5.031,-0.036000002,5.031,0.027,1.5758935,0,3,1,15
547383573,1574736469200086,372465420,1266668196,11184,29170,0.13000001,0.03151279,0.83000004,1.1470001,0.69,1.28,100,15,5.0790005,0.034,5.0790005,-0.14400001,1.5691334,0,3,1,15
547579775,1574736469400086,372465421,1266668310,11159,29145,0.14,0.03224583,0.827,1.144,0.69,1.28,100,15,5.0730004,0.036000002,5.0730004,0.055000003,1.5661823,0,3,1,15
547779584,1574736469600086,372465422,1266668423,11143,29129,0.12900001,0.032675877,0.823,1.1420001,0.69,1.28,100,15,5.0360003,0.017,5.0360003,-0.087000005,1.5668408,0,3,1,15
547983771,1574736469800086,372465422,1266668537,11123,29109,0.12900001,0.03074153,0.82000005,1.139,0.69,1.28,100,15,5.0750003,-0.019000001,5.0750003,0.062000003,1.5713376,0,3,1,15
548191568,1574736470000086,372465423,1266668651,11115,29100,0.12900001,0.03240256,0.81700003,1.136,0.69,1.28,107,14,4.965,0.091000006,4.964,-0.025,1.5611687,0,3,1,15
548374911,1574736470200086,372465425,1266668763,11088,29074,0.14500001,0.035330523,0.814,1.1350001,0.69,1.28,107,14,5.044,0.096,5.043,0.087000005,1.5563693,0,3,1,15
548582564,1574736470400086,372465426,1266668878,11062,29048,0.12900001,0.031399693,0.81100005,1.133,0.69,1.28,107,14,5.019,-0.0050000004,5.019,0.104,1.5656817,0,3,1,15
548775549,1574736470600086,372465425,1266668992,11076,29062,0.172,0.036117144,0.809,1.131,0.69,1.28,107,14,5.03,-0.089,5.0290003,-0.082,1.5769281,0,3,1,15
548976644,1574736470800086,372465424,1266669106,11069,29055,0.15300001,0.03720623,0.808,1.13,0.69,1.28,107,14,5.0160003,-0.048,5.0160003,0.0,1.5787803,0,3,1,15
549172145,1574736471000086,372465424,1266669220,11022,29008,0.13100001,0.029644415,0.80600005,1.1290001,0.69,1.28,108,14,5.0660005,-0.024,5.0660005,0.132,1.5767025,0,3,1,15
549384476,1574736471200086,372465423,1266669335,10953,28939,0.14400001,0.029435325,0.80300003,1.1270001,0.69,1.28,108,14,5.0280004,-0.076000005,5.0280004,0.208,1.5819608,0,3,1,15
549584583,1574736471400086,372465421,1266669450,10926,28912,0.13900001,0.030803664,0.8,1.125,0.69,1.28,108,14,5.0620003,-0.004,5.0620003,0.19000001,1.5762415,0,3,1,15
549776486,1574736471600086,372465421,1266669565,10878,28864,0.141,0.032078452,0.79700005,1.123,0.69,1.28,108,14,5.058,-0.021000002,5.058,0.071,1.5755755,0,3,1,15
549984542,1574736471800086,372465421,1266669678,10851,28837,0.14500001,0.031452578,0.794,1.121,0.69,1.28,108,14,4.967,0.057000004,4.967,0.127,1.5663518,0,3,1,15
550192511,1574736472000086,372465420,1266669792,10811,28797,0.14500001,0.030983431,0.791,1.12,0.69,1.28,108,15,5.024,-0.015000001,5.024,0.158,1.5706282,0,3,1,15
550379697,1574736472200086,372465418,1266669906,10791,28777,0.135,0.029508105,0.78800005,1.1170001,0.69,1.28,108,15,5.0800004,-0.14600001,5.078,0.141,1.5876367,0,3,1,15
550580607,1574736472400086,372465417,1266670021,10750,28737,0.127,0.029614221,0.785,1.115,0.69,1.28,108,15,5.0670004,0.024,5.0670004,0.12100001,1.5754095,0,3,1,15
550780498,1574736472600086,372465417,1266670136,10703,28689,0.15,0.031019386,0.78300005,1.1140001,0.69,1.28,108,15,5.1340003,0.010000001,5.1340003,0.031000001,1.571811,0,3,1,15
550968504,1574736472800086,372465417,1266670252,10705,28691,0.156,0.031480853,0.781,1.113,0.69,1.28,108,15,5.1280003,-0.011000001,5.1280003,0.032,1.572484,0,3,1,15
551192540,1574736473000086,372465416,1266670368,10690,28676,0.13100001,0.028933717,0.77900004,1.1120001,0.69,1.28,108,15,5.1260004,-0.043,5.1260004,0.078,1.5765443,0,3,1,15
551375648,1574736473200086,372465416,1266670484,10672,28658,0.136,0.03052092,0.776,1.11,0.69,1.28,108,15,5.1010003,-0.028,5.1010003,0.025,1.5763582,0,3,1,15
551576585,1574736473400086,372465414,1266670599,10677,28663,0.14500001,0.03189781,0.77400005,1.1090001,0.69,1.28,108,15,5.0690002,-0.09900001,5.0680003,0.012,1.5839158,0,3,1,15
551776487,1574736473600086,372465413,1266670712,10669,28655,0.15100001,0.032474466,0.771,1.107,0.69,1.28,108,15,4.9680004,-0.061000004,4.967,-0.031000001,1.5834765,0,3,1,15
551979553,1574736473800086,372465413,1266670825,10681,28667,0.143,0.032033946,0.76900005,1.105,0.69,1.28,108,15,5.0280004,0.002,5.0280004,-0.075,1.5761354,0,3,1,15
552193599,1574736474000086,372465412,1266670940,10708,28695,0.133,0.03392606,0.767,1.103,0.69,1.28,108,12,5.071,-0.11800001,5.07,-0.18100001,1.5857031,0,3,1,15
552368504,1574736474200086,372465410,1266671054,10728,28714,0.132,0.03370824,0.76500005,1.1010001,0.69,1.28,108,12,5.0350003,-0.16900001,5.032,-0.064,1.5961447,0,3,1,15
552579739,1574736474400086,372465409,1266671166,10698,28684,0.13100001,0.036072288,0.763,1.1,0.69,1.28,108,12,4.9360003,-0.017,4.9360003,0.202,1.5847973,0,3,1,15
552785481,1574736474600086,372465410,1266671278,10616,28603,0.13000001,0.034053292,0.76100004,1.0990001,0.69,1.28,108,12,4.9940004,-0.085,4.993,0.202,1.5865606,0,3,1,15
552980493,1574736474800086,372465409,1266671392,10582,28568,0.136,0.035073787,0.75900006,1.098,0.69,1.28,108,12,5.1070004,-0.043,5.1070004,0.018000001,1.582636,0,3,1,15
553193489,1574736475000086,372465409,1266671507,10571,28558,0.143,0.03844227,0.758,1.0990001,0.69,1.28,108,11,5.0550003,-0.023000002,5.0550003,0.13800001,1.5789632,0,3,1,15
553377614,1574736475200086,372465407,1266671611,10626,28613,0.125,0.039068148,0.757,1.098,0.69,1.28,108,11,4.235,-0.13000001,4.2330003,-0.37100002,1.5908785,0,3,1,15
553580006,1574736475400086,372465408,1266671701,10643,28630,0.127,0.042675566,0.75500005,1.0990001,0.69,1.28,108,11,3.8620002,-0.039,3.8620002,-0.39600003,1.5859973,0,3,1,15
553769594,1574736475600086,372465407,1266671780,10685,28671,0.157,0.07471283,0.75500005,1.102,0.69,1.28,108,11,3.1230001,-0.157,3.1190002,-0.28500003,1.5952063,0,3,1,15
553981599,1574736475800086,372465402,1266671842,10698,28685,0.12900001,0.080039226,0.75600004,1.103,0.69,1.28,108,11,2.5080001,-0.407,2.4740002,0.08400001,1.6606425,0,3,1,15
554176391,1574736476000086,372465392,1266671891,10684,28671,0.134,0.09219091,0.75500005,1.1040001,0.69,1.28,107,12,1.9920001,-0.66200006,1.8790001,0.106000006,1.7686864,0,3,1,15
554377518,1574736476200086,372465376,1266671928,10696,28682,0.164,0.09169767,0.754,1.105,0.69,1.28,107,12,1.835,-1.1550001,1.4260001,-0.16600001,2.0128093,0,3,1,15
554584578,1574736476400086,372465351,1266671955,10743,28730,0.21400002,0.0838793,0.753,1.107,0.69,1.28,107,12,1.8870001,-1.636,0.93900007,-0.32900003,2.3455267,0,3,1,15
554781414,1574736476600086,372465318,1266671972,10830,28816,0.20400001,0.06743498,0.75200003,1.107,0.69,1.28,107,12,2.0500002,-1.9620001,0.596,-0.637,2.6518126,0,3,1,15
554977022,1574736476800086,372465279,1266671983,10992,28978,0.22600001,0.056260858,0.75100005,1.108,0.69,1.28,107,12,2.417,-2.391,0.35200003,-0.934,2.8570669,0,3,1,15
555193293,1574736477000086,372465233,1266671988,11292,29279,0.21900001,0.052173123,0.75000006,1.108,0.69,1.28,107,15,2.4880002,-2.486,0.104,-1.264,2.9904442,0,3,1,15
555381224,1574736477200086,372465185,1266671988,11591,29577,0.22100002,0.049682364,0.748,1.108,0.69,1.28,107,15,2.855,-2.8530002,-0.097,-1.4950001,3.090504,0,3,1,15
555576970,1574736477400086,372465130,1266671984,11882,29869,0.21900001,0.040620092,0.74700004,1.1090001,0.69,1.28,107,15,3.1920002,-3.18,-0.266,-1.5020001,3.173525,0,3,1,15
555782181,1574736477600086,372465073,1266671977,12153,30139,0.224,0.038485207,0.74500006,1.11,0.69,1.28,107,15,3.3530002,-3.3370001,-0.335,-1.5940001,3.2114482,0,3,1,15
555977379,1574736477800086,372465010,1266671967,12512,30499,0.22700001,0.036996264,0.744,1.1110001,0.69,1.28,107,15,3.5340002,-3.4870002,-0.57100004,-1.6120001,3.262549,0,3,1,15
556176850,1574736478000086,372464946,1266671952,12825,30811,0.22200002,0.037857234,0.74300003,1.1120001,0.69,1.28,107,14,3.7270002,-3.6560001,-0.721,-1.6330001,3.3013537,0,3,1,15
556382320,1574736478200086,372464881,1266671936,13131,31117,0.21300001,0.036655053,0.74200004,1.1120001,0.69,1.28,107,14,3.676,-3.601,-0.739,-1.5200001,3.3248773,0,3,1,15
556581175,1574736478400086,372464816,1266671917,13463,31450,0.21100001,0.03610248,0.74100006,1.1120001,0.69,1.28,107,14,3.5790002,-3.4550002,-0.93500006,-1.3330001,3.368865,0,3,1,15
556780692,1574736478600086,372464752,1266671899,13719,31705,0.22800002,0.035983276,0.74,1.1120001,0.69,1.28,107,14,3.7700002,-3.7150002,-0.64500004,-1.491,3.3388705,0,3,1,15
556977492,1574736478800086,372464686,1266671884,13987,31974,0.22500001,0.036464464,0.739,1.1120001,0.69,1.28,107,14,3.7460003,-3.676,-0.721,-1.302,3.3369758,0,3,1,15
557176708,1574736479000086,372464620,1266671865,14230,32216,0.19500001,0.038020775,0.73800004,1.1110001,0.69,1.28,107,16,3.719,-3.604,-0.91700006,-1.088,3.3647492,0,3,1,15
557380672,1574736479200086,372464556,1266671845,14412,32399,0.19100001,0.038995888,0.73600006,1.1090001,0.69,1.28,107,16,3.65,-3.5300002,-0.93000007,-0.9760001,3.382701,0,3,1,15
557582353,1574736479400086,372464499,1266671824,14629,32615,0.193,0.04092343,0.735,1.1090001,0.69,1.28,107,16,2.989,-2.854,-0.89000005,-0.827,3.413394,0,3,1,15
557776931,1574736479600086,372464453,1266671804,14699,32686,0.215,0.061174136,0.735,1.11,0.69,1.28,107,16,2.5080001,-2.345,-0.892,-0.231,3.4432824,0,3,1,15
557978627,1574736479800086,372464415,1266671783,14675,32662,0.19700001,0.074348405,0.734,1.1110001,0.69,1.28,107,16,2.1220002,-1.9150001,-0.91300005,0.19100001,3.5020897,0,3,1,15
558190589,1574736480000086,372464388,1266671761,14534,32520,0.20300001,0.1053924,0.734,1.11,0.69,1.28,100,13,1.57,-1.144,-1.0760001,0.966,3.6347558,0,3,1,15
558378589,1574736480200086,372464371,1266671737,14271,32257,0.19900002,0.11131605,0.73200005,1.107,0.69,1.28,100,13,1.22,-0.763,-0.952,1.1830001,3.8256013,0,3,1,15
558578615,1574736480400086,372464362,1266671718,14009,31996,0.216,0.18172646,0.73,1.103,0.69,1.28,100,13,0.76900005,-0.29900002,-0.70900005,1.263,3.9592211,0,3,1,15
558787115,1574736480600086,372464361,1266671702,13737,31723,0.22800002,0.21266033,0.72700006,1.1,0.69,1.28,100,13,0.739,0.055000003,-0.73700005,1.4150001,4.308963,0,3,1,15
558978580,1574736480800086,372464361,1266671685,13466,31452,0.22200002,0.18620445,0.725,1.098,0.69,1.28,100,13,0.739,-0.124000005,-0.72900003,1.32,4.442077,0,3,1,15
559173376,1574736481000086,372464361,1266671669,13243,31229,0.22900002,0.23805451,0.72300005,1.0960001,0.69,1.28,100,13,0.693,0.101,-0.68600005,1.2240001,4.6003513,0,3,1,15
559389199,1574736481200086,372464366,1266671657,13079,31065,0.246,0.26310733,0.721,1.0940001,0.69,1.28,100,13,0.587,0.377,-0.45000002,0.90800005,4.965053,0,3,1,15
559594004,1574736481400086,372464372,1266671647,12878,30864,0.246,0.2711538,0.71900004,1.092,0.69,1.28,100,13,0.448,0.231,-0.384,0.818,5.105195,0,3,1,15
559779183,1574736481600086,372464378,1266671637,12734,30721,0.25,0.28574213,0.71800005,1.092,0.69,1.28,100,13,0.64100003,0.38200003,-0.51600003,0.62100005,5.22103,0,3,1,15
559981145,1574736481800086,372464386,1266671626,12623,30609,0.23900001,0.20554514,0.717,1.0910001,0.69,1.28,100,13,0.698,0.57000005,-0.404,0.50100005,5.5149565,0,3,1,15
560193450,1574736482000086,372464395,1266671616,12562,30549,0.16900001,0.23186941,0.716,1.09,0.69,1.28,100,12,0.694,0.43,-0.544,0.127,5.456151,0,3,1,15
560381221,1574736482200086,372464402,1266671602,12541,30527,0.147,0.20471385,0.71500003,1.0890001,0.69,1.28,100,12,0.76500005,0.39600003,-0.65500003,0.109000005,5.3441324,0,3,1,15
560570706,1574736482400086,372464410,1266671587,12537,30523,0.13700001,0.20258856,0.71400005,1.0890001,0.69,1.28,100,12,0.83300006,0.46400002,-0.69100004,0.012,5.3238273,0,3,1,15
560763905,1574736482600086,372464418,1266671570,12528,30515,0.135,0.18802762,0.71300006,1.0890001,0.69,1.28,100,12,0.9250001,0.43800002,-0.814,0.019000001,5.2606707,0,3,1,15
560979880,1574736482800086,372464426,1266671552,12515,30502,0.125,0.18259598,0.712,1.09,0.69,1.28,100,12,0.957,0.40100002,-0.86800003,-0.049000002,5.2013435,0,3,1,15
561174318,1574736483000086,372464431,1266671531,12528,30515,0.13100001,0.17542443,0.712,1.09,0.69,1.28,100,14,1.046,0.344,-0.98800004,-0.069000006,5.1214466,0,3,1,15
561379665,1574736483200086,372464435,1266671506,12578,30564,0.13100001,0.1450002,0.711,1.09,0.69,1.28,100,14,1.286,0.25100002,-1.261,-0.19600001,4.9950867,0,3,1,15
561583576,1574736483400086,372464440,1266671474,12599,30585,0.14400001,0.105843216,0.71000004,1.0910001,0.69,1.28,100,14,1.6060001,0.279,-1.582,-0.102000006,4.9244614,0,3,1,15
561763836,1574736483600086,372464444,1266671433,12619,30605,0.141,0.08529633,0.71000004,1.092,0.69,1.28,100,14,2.0070002,0.21900001,-1.9950001,-0.044000003,4.8620005,0,3,1,15
561955653,1574736483800086,372464448,1266671382,12618,30604,0.143,0.06943548,0.71000004,1.093,0.69,1.28,100,14,2.499,0.19500001,-2.492,-0.07,4.8186173,0,3,1,15
562175601,1574736484000086,372464451,1266671321,12656,30642,0.143,0.059670534,0.71000004,1.0940001,0.69,1.28,100,19,2.904,0.14,-2.901,-0.13800001,4.784721,0,3,1,15
562363942,1574736484200086,372464452,1266671249,12707,30693,0.15100001,0.04819866,0.70900005,1.095,0.69,1.28,100,19,3.5400002,0.123,-3.5370002,-0.057000004,4.761514,0,3,1,15
562563684,1574736484400086,372464453,1266671167,12752,30738,0.15900001,0.043127954,0.70900005,1.0940001,0.69,1.28,100,19,3.7280002,0.049000002,-3.7280002,-0.15200001,4.740823,0,3,1,15
562782900,1574736484600086,372464454,1266671080,12786,30772,0.127,0.04032077,0.708,1.0940001,0.69,1.28,100,19,4.0150003,0.019000001,-4.0150003,-0.037,4.72758,0,3,1,15
562979645,1574736484800086,372464453,1266670987,12799,30785,0.13700001,0.0394879,0.708,1.095,0.69,1.28,100,19,4.196,-0.032,-4.195,-0.034,4.715157,0,3,1,15
563174005,1574736485000086,372464452,1266670891,12821,30808,0.14600001,0.038700406,0.707,1.0960001,0.69,1.28,107,17,4.349,-0.11800001,-4.347,0.007,4.698795,0,3,1,15
563390901,1574736485200086,372464450,1266670793,12835,30822,0.14400001,0.039482486,0.707,1.0960001,0.69,1.28,107,17,4.3190002,-0.07,-4.3190002,-0.010000001,4.6974425,0,3,1,15
563580478,1574736485400086,372464447,1266670696,12883,30869,0.14500001,0.039554395,0.70600003,1.0960001,0.69,1.28,107,17,4.2840004,-0.132,-4.282,-0.141,4.6889434,0,3,1,15
563783722,1574736485600086,372464446,1266670598,12881,30868,0.141,0.038723618,0.70600003,1.095,0.69,1.28,107,17,4.3890004,0.042000003,-4.3890004,0.024,4.706973,0,3,1,15
563980620,1574736485800086,372464445,1266670501,12891,30877,0.135,0.038200542,0.70500004,1.0960001,0.69,1.28,107,17,4.263,-0.098000005,-4.262,-0.071,4.697404,0,3,1,15
564203633,1574736486000086,372464443,1266670404,12910,30897,0.14600001,0.038139455,0.70500004,1.0960001,0.69,1.28,108,19,4.275,-0.062000003,-4.275,-0.035,4.6976275,0,3,1,15
564380641,1574736486200086,372464442,1266670308,12890,30877,0.15,0.039283346,0.70500004,1.098,0.69,1.28,108,19,4.3,-0.007,-4.3,0.012,4.7045283,0,3,1,15
564583215,1574736486400086,372464441,1266670211,12899,30885,0.15,0.039310224,0.70500004,1.0990001,0.69,1.28,108,19,4.255,-0.057000004,-4.254,0.019000001,4.7015095,0,3,1,15
564784490,1574736486600086,372464440,1266670113,12919,30905,0.157,0.039287884,0.70500004,1.1,0.69,1.28,108,19,4.3450003,-0.021000002,-4.3450003,0.052,4.7048,0,3,1,15
564983683,1574736486800086,372464441,1266670014,12896,30882,0.162,0.03926432,0.70500004,1.1,0.69,1.28,108,19,4.438,0.157,-4.4360003,0.125,4.7278986,0,3,1,15
565172592,1574736487000086,372464440,1266669913,12945,30932,0.17400001,0.039725438,0.70600003,1.1010001,0.69,1.28,115,18,4.4220004,-0.061000004,-4.421,0.13100001,4.712334,0,3,1,15
565380563,1574736487200086,372464441,1266669813,12928,30914,0.16100001,0.03979176,0.70600003,1.103,0.69,1.28,115,18,4.4360003,0.21000001,-4.431,0.020000001,4.7376995,0,3,1,15
565584477,1574736487400086,372464445,1266669712,12904,30891,0.15100001,0.039187003,0.707,1.1040001,0.69,1.28,115,18,4.518,0.13700001,-4.5160003,0.034,4.7403874,0,3,1,15
565782328,1574736487600086,372464447,1266669609,12915,30901,0.162,0.038941436,0.707,1.1060001,0.69,1.28,115,18,4.552,0.185,-4.5480003,0.014,4.7472878,0,3,1,15
565976505,1574736487800086,372464450,1266669506,12921,30907,0.13100001,0.0383379,0.708,1.107,0.69,1.28,115,18,4.564,0.21700001,-4.558,-0.026,4.754239,0,3,1,15
566196002,1574736488000086,372464455,1266669403,12913,30899,0.163,0.037162073,0.708,1.1090001,0.69,1.28,115,18,4.5550003,0.245,-4.5490003,0.065000005,4.7608476,0,3,1,15
566381480,1574736488200086,372464459,1266669299,12892,30878,0.156,0.038054634,0.70900005,1.11,0.69,1.28,115,18,4.6270003,0.25500003,-4.6200004,0.044000003,4.7643495,0,3,1,15
566581522,1574736488400086,372464464,1266669193,12881,30867,0.15400001,0.037881147,0.70900005,1.1110001,0.69,1.28,115,18,4.6390004,0.23600002,-4.6330004,0.096,4.7638307,0,3,1,15
