timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
588181493,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
590190532,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
591198208,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
592207091,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
593207768,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
594212692,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
595219975,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
596227704,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
597232678,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
598233288,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
599236494,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
600237265,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
601245568,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
602253778,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
603082793,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
604090591,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
605094247,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
606103018,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
607115312,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
608067587,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
609067964,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
610076023,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
611084610,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
612092608,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
613093017,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
614098164,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
615105963,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
616113934,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
617122769,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
618131217,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
619132106,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
620139177,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
621147868,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
622147972,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
623156027,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
624157332,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
625160749,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
626176540,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
627177538,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
628185555,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
629193452,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
630195126,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
631202599,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
632211562,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
633218840,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
634224679,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
635232758,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
636235724,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
637236485,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
638241336,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
639241402,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
640249657,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
641257297,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
642266192,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
643275132,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
645294916,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
646299761,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
647299967,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
648304374,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
649304757,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
650313606,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
651313978,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
651965377,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
652974118,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
653983185,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
654990099,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
655998898,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
657007214,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
658009546,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
659014991,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
660021450,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
661029168,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
662037978,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
663045003,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
663489931,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
664498934,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
665501935,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
666506254,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
667507369,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
668518788,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
669523882,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
670524806,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
671533245,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
672540658,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
673545126,3080239,2162703,3080239,3,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
674458162,3080239,2162703,3080239,5,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
674469776,3080239,2162703,3080239,5,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
675477943,3080239,2162703,3080239,5,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
675600842,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
675754404,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
676754819,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
677760547,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
678766911,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
679771721,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
680776010,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
681780332,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
682780510,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
683788276,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
684797474,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
685804626,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
686810091,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
687818243,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
688822383,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
689831200,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
690835067,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
691835617,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
692847761,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
693857213,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
694864643,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
695874751,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
696881174,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
697885721,3080239,2162703,3080239,4,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
698674939,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
701686907,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
702686950,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
703687191,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
704695953,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
705703898,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
706708558,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
707716528,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
708721962,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
709730042,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
710734188,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
711734283,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
712734799,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
712855622,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
713859582,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
714859788,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
715867867,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
716875656,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
717880965,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
718888912,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
719893530,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
720898301,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
721906570,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
722910744,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
723916650,3080239,2162703,3080239,18,2,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
724118918,3080239,2162703,3080239,18,1,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0
