timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
361682176,37.246824167129695,126.66715716063474,14.743145,-0.0,-0.40905142,-3.6081061,-0.19311178,-1.2312295,1.087275,1.4764793,0.0,2,0,0,0
361882274,37.24682316675442,126.66714920152995,14.794705,-0.0,-0.45482135,-3.7714703,-0.1480235,-1.2283975,1.0866195,1.4766004,0.0,2,0,0,0
362083008,37.246822022188745,126.66714081284763,14.859124,-0.0,-0.4707969,-3.898977,-0.13355725,-1.2266191,1.0859842,1.4767346,0.0,2,0,0,0
362283368,37.246820899098196,126.66713209921345,14.934136,-0.0,-0.49232602,-3.994733,-0.117662504,-1.2263066,1.0853492,1.4765908,0.0,2,0,0,0
362487198,37.24681976163249,126.6671229817028,15.033127,-0.0,-0.48429075,-4.0571637,-0.07863454,-1.2267424,1.0846117,1.4767252,0.0,2,0,0,0
362691063,37.24681868859344,126.66711373488114,15.137461,-0.0,-0.47737423,-4.1086845,0.011239171,-1.226023,1.0842861,1.4766909,0.0,2,0,0,0
362891232,37.246817711680215,126.66710453567333,15.229471,-0.0,-0.4286854,-4.156512,0.10508668,-1.2245498,1.0835928,1.4765425,0.0,2,0,0,0
363091096,37.24681681058336,126.66709523371267,15.314726,-0.0,-0.39706486,-4.215143,0.23118225,-1.2203999,1.0828676,1.4764198,0.0,2,0,0,0
363295096,37.24681598770417,126.66708563049646,15.373455,-0.0,-0.34098488,-4.258637,0.28149265,-1.2158242,1.082167,1.4763206,0.0,2,0,0,0
363499005,37.24681523710771,126.66707595077321,15.446891,-0.0,-0.30940044,-4.2990623,0.30249098,-1.2096522,1.0817962,1.4765904,0.0,2,0,0,0
363699321,37.24681455423137,126.66706634856997,15.495186,-0.0,-0.28685275,-4.313654,0.40233043,-1.2038507,1.080985,1.4764836,0.0,2,0,0,0
363903001,37.24681389900496,126.66705647594675,15.503288,-0.0,-0.27853483,-4.3304462,0.46684062,-1.2037657,1.0801916,1.4763887,0.0,2,0,0,0
364103228,37.246813332803015,126.6670468060821,15.494789,-0.0,-0.25602666,-4.3524175,0.47742936,-1.2080405,1.0794177,1.4763131,0.0,2,0,0,0
364307147,37.24681288296726,126.66703682203273,15.462767,-0.0,-0.22523738,-4.3707175,0.49792087,-1.2136729,1.0790564,1.4763572,0.0,2,0,0,0
364510949,37.246812465927405,126.66702667689927,15.391471,-0.0,-0.18865277,-4.376858,0.47267827,-1.2205875,1.0783496,1.4763021,0.0,2,0,0,0
364715059,37.246812078252965,126.66701654839034,15.3109865,-0.0,-0.14775006,-4.3799505,0.34491643,-1.2305255,1.078028,1.476355,0.0,2,0,0,0
364914926,37.2468117755205,126.66700656337132,15.243784,-0.0,-0.11673861,-4.384841,0.23728149,-1.2387133,1.0774095,1.4763185,0.0,2,0,0,0
365119231,37.246811548981306,126.66699629874175,15.185468,-0.0,-0.08180327,-4.408163,0.20294696,-1.244063,1.0767707,1.4762912,0.0,2,0,0,0
365323335,37.246811412667014,126.66698601435229,15.133827,-0.0,-0.055096913,-4.455168,0.14844191,-1.2497464,1.0766,1.4763769,0.0,2,0,0,0
365526999,37.24681137793303,126.66697569606714,15.080706,-0.0,-0.038339745,-4.492012,0.08445049,-1.2524145,1.0760486,1.4763613,0.0,2,0,0,0
365726973,37.246811415756305,126.6669654624881,15.05005,-0.0,-0.0374368,-4.544274,0.023391487,-1.2542275,1.0755588,1.4763474,0.0,2,0,0,0
365931131,37.246811470731316,126.66695489174309,15.016936,-0.0,-0.036612023,-4.5965824,-0.005404192,-1.2532083,1.0755048,1.4764391,0.0,2,0,0,0
366131125,37.24681150248012,126.6669444089582,14.989032,-0.0,-0.06312533,-4.6530056,0.02976665,-1.2485803,1.0751263,1.4764153,0.0,2,0,0,0
366331902,37.24681147858273,126.66693377475374,14.94999,-0.0,-0.09311212,-4.7209044,0.021651503,-1.243726,1.07471,1.4766519,0.0,2,0,0,0
366731729,37.24681143177945,126.66691225149334,14.887699,-0.0,-0.11578856,-4.8024735,-0.055359688,-1.2405701,1.073971,1.4770119,0.0,2,0,0,0
366935802,37.246811373537376,126.66690112286375,14.900511,-0.0,-0.1406771,-4.8191967,-0.14700897,-1.2421508,1.0735711,1.4768895,0.0,2,0,0,0
367140027,37.24681120894437,126.66688996346365,14.935072,-0.0,-0.1830139,-4.8297157,-0.20800439,-1.2419591,1.0735159,1.4768654,0.0,2,0,0,0
367344042,37.24681093446694,126.66687880895546,14.971282,-0.0,-0.24456298,-4.835192,-0.18735066,-1.2395929,1.0731213,1.4770173,0.0,2,0,0,0
367544140,37.246810606024994,126.66686784581782,15.008534,-0.0,-0.27707043,-4.8444457,-0.15720896,-1.2382276,1.0727277,1.4768687,0.0,2,0,0,0
367747760,37.24681022399478,126.6668566337979,15.037976,-0.0,-0.3019549,-4.854789,-0.10650913,-1.2378747,1.0726979,1.4768167,0.0,2,0,0,0
367951853,37.24680986625242,126.6668454133957,15.043169,-0.0,-0.29173598,-4.867094,-0.06405869,-1.2355927,1.0722663,1.4769465,0.0,2,0,0,0
368155818,37.246809592422466,126.66683419730289,15.016573,-0.0,-0.26175445,-4.86121,0.0042902185,-1.2304807,1.0722039,1.4768867,0.0,2,0,0,0
368355747,37.24680941025886,126.66682322871327,14.990927,-0.0,-0.22127323,-4.8696537,0.018515773,-1.2277462,1.0717427,1.477012,0.0,2,0,0,0
368560179,37.2468092823663,126.66681203966301,14.964204,-0.0,-0.1988928,-4.8798633,-0.011210224,-1.2273433,1.0713407,1.476847,0.0,2,0,0,0
368763908,37.246809206549806,126.66680085584879,14.941528,-0.0,-0.17420985,-4.8791566,-0.00823627,-1.2278755,1.0713047,1.4770663,0.0,2,0,0,0
368967907,37.24680911450518,126.66678961868112,14.9459,-0.0,-0.15667222,-4.8762293,-0.036191892,-1.2286086,1.0709871,1.4771566,0.0,2,0,0,0
369167753,37.246809056594984,126.66677857505995,14.961348,-0.0,-0.14173035,-4.8799715,-0.031989712,-1.2293061,1.0706393,1.477228,0.0,2,0,0,0
369372027,37.24680904513388,126.66676730858624,14.9876,-0.0,-0.114943445,-4.8882513,-0.009758328,-1.2299218,1.0706517,1.4770992,0.0,2,0,0,0
369575764,37.24680905531889,126.66675600005021,14.991349,-0.0,-0.09902635,-4.8916516,0.061994255,-1.2289165,1.0703187,1.4771631,0.0,2,0,0,0
369775858,37.24680909030716,126.66674491634875,14.981832,-0.0,-0.102544755,-4.9011292,0.07687372,-1.229109,1.0699861,1.4769406,0.0,2,0,0,0
369975939,37.246809129925744,126.66673383346608,14.977575,-0.0,-0.093283854,-4.905671,0.05132501,-1.2306731,1.0696131,1.4770136,0.0,2,0,0,0
370180021,37.24680915184037,126.66672252514543,14.969366,-0.0,-0.0987533,-4.902097,0.05223676,-1.2299972,1.0696357,1.4768999,0.0,2,0,0,0
370380132,37.246809180341806,126.66671149557325,14.957753,-0.0,-0.08549064,-4.9052973,-0.012274327,-1.2281561,1.0692507,1.4769697,0.0,2,0,0,0
370584575,37.24680923402182,126.66670013368338,14.951176,-0.0,-0.08243371,-4.9154506,-0.065053865,-1.2258562,1.069323,1.4768504,0.0,2,0,0,0
370784794,37.24680932355166,126.66668895534147,14.952553,-0.0,-0.08537827,-4.948577,-0.030445782,-1.2233825,1.0689259,1.4768906,0.0,2,0,0,0
370988621,37.246809376611495,126.66667746773891,14.943398,-0.0,-0.09670093,-4.9680333,0.04078999,-1.222852,1.0686499,1.476691,0.0,2,0,0,0
371192576,37.24680944078536,126.66666594996869,14.906129,-0.0,-0.090766065,-4.9776354,0.031362817,-1.2234337,1.0688024,1.4768878,0.0,2,0,0,0
371396592,37.246809500738514,126.66665445387602,14.878875,-0.0,-0.077234425,-4.9668927,-0.024475802,-1.2245432,1.06864,1.4769647,0.0,2,0,0,0
371596709,37.24680954981662,126.66664322821428,14.858437,-0.0,-0.07000614,-4.9596195,-0.05071581,-1.2258649,1.0684555,1.4767482,0.0,2,0,0,0
371800971,37.246809630934955,126.66663180469605,14.851116,-0.0,-0.06296993,-4.948473,-0.072615236,-1.2279353,1.068665,1.4769317,0.0,2,0,0,0
372004564,37.246809707592334,126.66662037781626,14.850491,-0.0,-0.05134873,-4.9408875,-0.071613856,-1.2310276,1.0685186,1.476986,0.0,2,0,0,0
372204705,37.24680979454165,126.66660918779507,14.839538,-0.0,-0.065342925,-4.941604,-0.05254505,-1.2333373,1.0683669,1.4767582,0.0,2,0,0,0
372404537,37.24680984931084,126.66659806711644,14.847188,-0.0,-0.061972357,-4.93398,-0.08115782,-1.2387464,1.0680662,1.4768285,0.0,2,0,0,0
372608573,37.24680985886241,126.66658678943737,14.870239,-0.0,-0.087763585,-4.922121,-0.12365458,-1.2426622,1.0682046,1.4767189,0.0,2,0,0,0
372812642,37.24680983873803,126.66657554558935,14.894944,-0.0,-0.08565671,-4.907071,-0.17993139,-1.2456084,1.068012,1.4765161,0.0,2,0,0,0
373016567,37.24680976557467,126.66656425623181,14.934471,-0.0,-0.11731272,-4.913575,-0.19093081,-1.2447281,1.0682452,1.4764321,0.0,2,0,0,0
373216566,37.24680961295783,126.66655320175113,14.969997,-0.0,-0.13564539,-4.9245496,-0.12264816,-1.2398794,1.068123,1.4765253,0.0,2,0,0,0
373420968,37.24680940246411,126.66654196204199,14.985441,-0.0,-0.16581753,-4.9372907,-0.04107334,-1.2354056,1.0680535,1.4763535,0.0,2,0,0,0
373624601,37.246809183804004,126.66653064799144,14.99854,-0.0,-0.16728568,-4.951869,-0.061482634,-1.2315325,1.0682981,1.4762869,0.0,2,0,0,0
373828603,37.24680897203835,126.66651932553704,15.00178,-0.0,-0.1743108,-4.9477262,-0.033560064,-1.2272204,1.0681931,1.476391,0.0,2,0,0,0
374028708,37.24680878270929,126.66650823231308,14.997856,-0.0,-0.1528316,-4.934627,-0.024729716,-1.2244493,1.0680879,1.4764924,0.0,2,0,0,0
374228652,37.24680854812913,126.66649715469055,15.016967,-0.0,-0.15701593,-4.937621,-0.11182925,-1.2245826,1.0679643,1.476319,0.0,2,0,0,0
374432613,37.24680830188274,126.66648589830368,15.051345,-0.0,-0.15279599,-4.929775,-0.051125746,-1.2233524,1.0598494,1.4763024,0.0,2,0,0,0
374636691,37.246808059854516,126.66647456111082,15.068037,-0.0,-0.14085606,-4.9497213,0.0100300405,-1.2210019,1.0596942,1.4763755,0.0,2,0,0,0
374837608,37.246807845099724,126.66646338294404,15.070204,-0.0,-0.12638703,-4.968117,0.0030407896,-1.2214872,1.0595117,1.4761765,0.0,2,0,0,0
375037570,37.246807711066694,126.66645218029772,15.061106,-0.0,-0.10215883,-5.0041046,0.0023214873,-1.2207639,1.0593327,1.4762706,0.0,2,0,0,0
375241792,37.246807606225936,126.66644074686913,15.02756,-0.0,-0.06782993,-4.989648,0.13483746,-1.218156,1.0594614,1.4761941,0.0,2,0,0,0
