timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
549886855,549783567,545,2611123151,103.288,255,0
549979518,549783567,545,2611123151,195.951,255,0
550875533,550779720,546,2611123151,95.813,255,0
550915403,550779720,546,2611123151,135.68301,255,0
551895546,551780318,547,2611123151,115.228004,255,0
551939595,551780318,547,2611123151,159.27701,255,0
552884221,552781601,548,2611123151,102.62,255,0
553047660,552781601,548,2611123151,266.05902,255,0
553876175,553783989,549,2611123151,92.186005,255,0
554061560,553783989,549,2611123151,277.571,255,0
554883695,554784002,550,2611123151,99.69301,255,0
555021463,554784002,550,2611123151,237.46101,255,0
555877577,555785247,551,2611123151,92.33,255,0
555888018,555785247,551,2611123151,102.771,255,0
556880435,556782213,552,2611123151,98.22201,255,0
556956840,556782213,552,2611123151,174.62701,255,0
557933726,557781535,553,2611123151,152.19101,255,0
557944816,557781535,553,2611123151,163.281,255,0
558894692,558781578,554,2611123151,113.114006,255,0
558924823,558781578,554,2611123151,143.24501,255,0
559882297,559787102,555,2611123151,95.19501,255,0
560149530,559787102,555,2611123151,362.428,255,0
560886809,560778845,556,2611123151,107.964005,255,0
560917509,560778845,556,2611123151,138.664,255,0
561875532,561779650,557,2611123151,95.882,255,0
562078746,561779650,557,2611123151,299.096,255,0
562894260,562783768,558,2611123151,110.492004,255,0
563862781,563779869,559,2611123151,82.912,255,0
563910732,563779869,559,2611123151,130.863,255,0
564875521,564780341,560,2611123151,95.18001,255,0
565044149,564780341,560,2611123151,263.808,255,0
565916559,565783179,561,2611123151,133.38,255,0
566888462,566780721,562,2611123151,107.741005,255,0
566912708,566780721,562,2611123151,131.987,255,0
567895573,567780474,563,2611123151,115.09901,255,0
567900588,567780474,563,2611123151,120.114006,255,0
568876708,568780850,564,2611123151,95.858,255,0
568952134,568780850,564,2611123151,171.28401,255,0
569888745,569780718,565,2611123151,108.02701,255,0
569980416,569780718,565,2611123151,199.69801,255,0
570885551,570781020,566,2611123151,104.531006,255,0
570964428,570781020,566,2611123151,183.408,255,0
571900363,571784767,567,2611123151,115.59601,255,0
571913169,571784767,567,2611123151,128.40201,255,0
572865433,572779094,568,2611123151,86.339005,255,0
572905958,572779094,568,2611123151,126.864006,255,0
573882544,573778760,569,2611123151,103.784004,255,0
573885746,573778760,569,2611123151,106.98601,255,0
574878290,574778838,570,2611123151,99.452,255,0
574889734,574778838,570,2611123151,110.896,255,0
575907667,575779878,571,2611123151,127.78901,255,0
576878320,576778856,572,2611123151,99.464005,255,0
576919535,576778856,572,2611123151,140.679,255,0
577879635,577779875,573,2611123151,99.76,255,0
577887343,577779875,573,2611123151,107.468,255,0
578852547,578779584,574,2611123151,72.963005,255,0
578886984,578779584,574,2611123151,107.4,255,0
579876188,579780454,575,2611123151,95.734,255,0
579923221,579780454,575,2611123151,142.76701,255,0
580868342,580780138,576,2611123151,88.204,255,0
580896209,580780138,576,2611123151,116.07101,255,0
581895831,581779799,577,2611123151,116.032005,255,0
582412674,581779799,577,2611123151,632.875,255,0
582933356,582780195,578,2611123151,153.16101,255,0
583003414,582780195,578,2611123151,223.21901,255,0
583856489,583780726,579,2611123151,75.763,255,0
583936906,583780726,579,2611123151,156.18001,255,0
584883987,584780646,580,2611123151,103.341,255,0
584913158,584780646,580,2611123151,132.51201,255,0
585908589,585781174,581,2611123151,127.41501,255,0
586065554,585781174,581,2611123151,284.38,255,0
586901382,586779179,582,2611123151,122.203,255,0
586941932,586779179,582,2611123151,162.753,255,0
587886539,587782306,583,2611123151,104.233,255,0
587905468,587782306,583,2611123151,123.162,255,0
588862517,588782169,584,2611123151,80.34801,255,0
588910317,588782169,584,2611123151,128.14801,255,0
589879542,589778719,585,2611123151,100.823006,255,0
590022523,589778719,585,2611123151,243.80402,255,0
590891369,590778892,586,2611123151,112.477005,255,0
590946854,590778892,586,2611123151,167.962,255,0
591887066,591779365,587,2611123151,107.701004,255,0
591984491,591779365,587,2611123151,205.126,255,0
592871243,592780151,588,2611123151,91.092,255,0
592906967,592780151,588,2611123151,126.81601,255,0
593896656,593782412,589,2611123151,114.244,255,0
593991711,593782412,589,2611123151,209.29901,255,0
594917512,594779857,590,2611123151,137.65501,255,0
594968637,594779857,590,2611123151,188.78001,255,0
595897447,595780306,591,2611123151,117.14101,255,0
596112659,595780306,591,2611123151,332.35303,255,0
596892322,596784586,592,2611123151,107.73601,255,0
596928008,596784586,592,2611123151,143.42201,255,0
597897233,597781550,593,2611123151,115.68301,255,0
597941471,597781550,593,2611123151,159.921,255,0
598892465,598780563,594,2611123151,111.90201,255,0
599866389,599781438,595,2611123151,84.951004,255,0
599929145,599781438,595,2611123151,147.707,255,0
600886802,600779034,596,2611123151,107.768005,255,0
600897294,600779034,596,2611123151,118.26,255,0
601857774,601779047,597,2611123151,78.727005,255,0
601874516,601779047,597,2611123151,95.469,255,0
602853548,602778811,598,2611123151,74.73701,255,0
602919545,602778811,598,2611123151,140.73401,255,0
603886057,603783331,599,2611123151,102.726006,255,0
603893576,603783331,599,2611123151,110.245,255,0
604887595,604782961,600,2611123151,104.634,255,0
604919529,604782961,600,2611123151,136.56801,255,0
605895095,605782927,601,2611123151,112.16801,255,0
606174606,605782927,601,2611123151,391.67902,255,0
606878971,606780383,602,2611123151,98.588005,255,0
607019561,606780383,602,2611123151,239.17801,255,0
607895329,607784137,603,2611123151,111.19201,255,0
607918750,607784137,603,2611123151,134.613,255,0
608887701,608783869,604,2611123151,103.83201,255,0
608925468,608783869,604,2611123151,141.59901,255,0
609876319,609781489,605,2611123151,94.83,255,0
609887679,609781489,605,2611123151,106.19,255,0
610895922,610784727,606,2611123151,111.19501,255,0
610927749,610784727,606,2611123151,143.022,255,0
611858232,611780816,607,2611123151,77.416,255,0
611896992,611780816,607,2611123151,116.176,255,0
612956405,612780630,608,2611123151,175.77501,255,0
612964137,612780630,608,2611123151,183.507,255,0
613914091,613790009,609,2611123151,124.08201,255,0
614849813,614783101,610,2611123151,66.712006,255,0
614868831,614783101,610,2611123151,85.73,255,0
615865923,615778800,611,2611123151,87.123,255,0
615898202,615778800,611,2611123151,119.40201,255,0
616877983,616779863,612,2611123151,98.12,255,0
616898894,616779863,612,2611123151,119.031006,255,0
617858343,617778705,613,2611123151,79.638,255,0
617938951,617778705,613,2611123151,160.246,255,0
618878846,618780468,614,2611123151,98.378006,255,0
618899333,618780468,614,2611123151,118.865005,255,0
619874998,619779955,615,2611123151,95.04301,255,0
619920546,619779955,615,2611123151,140.591,255,0
620891820,620779681,616,2611123151,112.13901,255,0
620899787,620779681,616,2611123151,120.106,255,0
621887210,621780563,617,2611123151,106.647,255,0
622184447,621780563,617,2611123151,403.88403,255,0
622859850,622780644,618,2611123151,79.206,255,0
622887205,622780644,618,2611123151,106.561005,255,0
623844606,623780407,619,2611123151,64.199005,255,0
623908542,623780407,619,2611123151,128.13501,255,0
624868938,624781444,620,2611123151,87.494,255,0
624877365,624781444,620,2611123151,95.921005,255,0
625896978,625781739,621,2611123151,115.239006,255,0
626885573,626778283,622,2611123151,107.29001,255,0
626913009,626778283,622,2611123151,134.72601,255,0
627897571,627782139,623,2611123151,115.43201,255,0
627913949,627782139,623,2611123151,131.81001,255,0
628881239,628782236,624,2611123151,99.003006,255,0
628922509,628782236,624,2611123151,140.27301,255,0
629877997,629778738,625,2611123151,99.259,255,0
630171022,629778738,625,2611123151,392.28403,255,0
630854612,630779604,626,2611123151,75.008,255,0
630891134,630779604,626,2611123151,111.53001,255,0
631888446,631779129,627,2611123151,109.31701,255,0
632186549,631779129,627,2611123151,407.42,255,0
632888572,632778932,628,2611123151,109.64001,255,0
632920475,632778932,628,2611123151,141.543,255,0
633888189,633779830,629,2611123151,108.35901,255,0
633919167,633779830,629,2611123151,139.337,255,0
634880214,634780192,630,2611123151,100.022,255,0
634899358,634780192,630,2611123151,119.16601,255,0
636876742,636781451,632,2611123152,95.29101,255,0
636884144,636781451,632,2611123152,102.69301,255,0
637856717,637781023,633,2611123152,75.694,255,0
637884659,637781023,633,2611123152,103.636,255,0
638877232,638781270,634,2611123152,95.962006,255,0
638898198,638781270,634,2611123152,116.92801,255,0
639872911,639778977,635,2611123152,93.934006,255,0
639914052,639778977,635,2611123152,135.07501,255,0
640888822,640782127,636,2611123152,106.69501,255,0
640921459,640782127,636,2611123152,139.332,255,0
641879132,641783395,637,2611123152,95.73701,255,0
641894422,641783395,637,2611123152,111.02701,255,0
642858073,642778875,638,2611123152,79.198006,255,0
642878801,642778875,638,2611123152,99.926,255,0
643879671,643782830,639,2611123152,96.841,255,0
643891318,643782830,639,2611123152,108.48801,255,0
